Idade,Gênero,Horas de Uso de Tecnologia,Horas de Uso de Redes Sociais,Horas de Jogos,Horas de Tempo na Tela,Status de Saúde Mental,Nivel_Estresse,Horas de Sono,Horas de Atividade Física,Acesso a Sistemas de Suporte,Impacto do Ambiente de Trabalho,Uso de Suporte Online,Faixa_Etaria,Estresse_Score,Alerta_Saude
37,Feminino,1.61,1.9,4.48,10.83,Ruim,Baixo,6.72,0.33,Sim,Neutro,Não,26-40,1,Não
49,Feminino,1.14,3.93,4.91,4.36,Regular,Alto,8.91,7.84,Sim,Negativo,Sim,41-60,3,Não
38,Outro,10.26,7.26,2.84,4.33,Bom,Alto,8.88,8.5,Sim,Positivo,Sim,26-40,3,Não
35,Masculino,2.09,7.36,0.44,7.47,Bom,Baixo,7.54,1.88,Sim,Positivo,Não,26-40,1,Não
32,Feminino,2.68,7.36,1.91,11.17,Ruim,Médio,4.9,0.91,Não,Positivo,Sim,26-40,2,Sim
64,Outro,5.67,0.02,2.26,10.07,Ruim,Alto,8.41,9.84,Não,Neutro,Não,60+,3,Não
50,Feminino,3.6,0.19,4.62,12.0,Bom,Alto,8.36,6.56,Sim,Negativo,Não,41-60,3,Não
64,Feminino,10.73,2.0,4.94,14.19,Excelente,Alto,7.04,9.05,Sim,Positivo,Não,60+,3,Não
43,Masculino,1.14,7.91,2.85,10.88,Ruim,Alto,7.68,8.57,Sim,Neutro,Não,41-60,3,Não
26,Outro,7.28,1.49,0.06,7.8,Ruim,Médio,5.98,5.45,Sim,Neutro,Não,26-40,2,Não
29,Masculino,7.02,1.38,3.06,13.36,Regular,Médio,5.58,0.5,Não,Neutro,Sim,26-40,2,Sim
31,Outro,3.75,3.54,2.86,14.37,Bom,Baixo,4.7,7.98,Sim,Negativo,Sim,26-40,1,Sim
64,Feminino,10.29,1.04,5.0,8.82,Excelente,Alto,4.5,8.33,Sim,Neutro,Não,60+,3,Sim
18,Outro,2.81,2.23,2.49,5.76,Ruim,Médio,5.88,4.83,Sim,Neutro,Não,,2,Não
32,Outro,2.13,2.71,2.01,2.9,Regular,Médio,4.81,9.86,Sim,Neutro,Não,26-40,2,Não
45,Outro,9.26,6.03,0.13,3.88,Regular,Baixo,7.92,2.89,Sim,Negativo,Não,41-60,1,Não
42,Outro,4.38,3.49,3.12,8.44,Bom,Alto,8.92,5.73,Sim,Negativo,Sim,41-60,3,Não
59,Masculino,7.11,6.29,1.1,8.98,Excelente,Médio,8.88,4.66,Não,Positivo,Não,41-60,2,Não
20,Outro,6.45,2.29,0.58,10.07,Regular,Médio,7.33,7.8,Não,Neutro,Sim,18-25,2,Não
49,Feminino,11.42,4.89,4.74,1.15,Excelente,Alto,7.32,5.73,Sim,Neutro,Não,41-60,3,Não
24,Feminino,9.38,1.22,4.11,14.11,Ruim,Baixo,4.21,9.6,Não,Positivo,Não,18-25,1,Sim
56,Masculino,8.54,4.86,2.42,11.21,Regular,Alto,5.77,6.32,Não,Positivo,Não,41-60,3,Sim
53,Feminino,1.6,6.26,3.66,2.47,Regular,Baixo,5.78,9.07,Não,Negativo,Sim,41-60,1,Não
51,Masculino,5.13,1.0,4.15,11.62,Ruim,Baixo,4.39,5.6,Sim,Neutro,Sim,41-60,1,Sim
48,Masculino,5.92,4.82,4.28,3.52,Bom,Baixo,7.92,1.48,Sim,Neutro,Sim,41-60,1,Não
29,Masculino,3.14,7.68,0.95,7.0,Regular,Baixo,5.69,2.41,Não,Positivo,Não,26-40,1,Não
19,Feminino,11.83,6.81,3.71,14.55,Bom,Alto,6.41,4.42,Sim,Negativo,Não,18-25,3,Não
22,Masculino,11.74,6.56,0.84,5.61,Ruim,Baixo,6.06,3.02,Não,Negativo,Sim,18-25,1,Não
46,Feminino,8.9,6.33,3.86,14.96,Ruim,Baixo,7.55,6.43,Não,Neutro,Não,41-60,1,Não
60,Masculino,2.18,1.84,2.14,9.37,Ruim,Baixo,7.05,3.39,Sim,Neutro,Não,41-60,1,Não
28,Masculino,9.76,6.85,0.62,13.81,Regular,Alto,7.88,7.42,Não,Negativo,Sim,26-40,3,Não
30,Masculino,5.31,1.98,4.25,7.82,Excelente,Baixo,7.63,9.79,Não,Negativo,Não,26-40,1,Não
34,Feminino,9.24,7.55,1.88,12.25,Excelente,Baixo,8.0,2.19,Não,Negativo,Não,26-40,1,Não
49,Masculino,11.71,6.77,3.33,13.08,Regular,Baixo,4.74,6.95,Não,Negativo,Não,41-60,1,Sim
29,Masculino,1.9,4.54,1.07,1.81,Ruim,Alto,6.33,5.56,Sim,Neutro,Não,26-40,3,Não
65,Masculino,9.94,5.53,3.43,11.32,Bom,Alto,8.92,9.89,Não,Negativo,Sim,60+,3,Não
41,Feminino,2.66,2.12,1.03,9.54,Bom,Alto,7.5,3.13,Sim,Positivo,Não,41-60,3,Não
56,Masculino,3.71,4.99,2.99,7.54,Excelente,Médio,7.33,4.9,Sim,Negativo,Não,41-60,2,Não
19,Feminino,8.09,6.62,3.55,13.48,Bom,Alto,6.99,7.51,Sim,Positivo,Sim,18-25,3,Não
50,Feminino,10.62,0.47,4.57,2.74,Excelente,Baixo,7.02,7.71,Não,Positivo,Não,41-60,1,Não
27,Feminino,10.65,6.15,4.71,10.08,Ruim,Alto,7.25,9.62,Não,Negativo,Não,26-40,3,Não
32,Outro,9.63,3.18,2.4,2.3,Regular,Baixo,4.61,3.95,Não,Negativo,Não,26-40,1,Não
36,Feminino,2.98,2.1,4.43,14.93,Ruim,Médio,4.74,2.11,Sim,Negativo,Sim,26-40,2,Sim
51,Feminino,11.98,6.43,1.35,10.49,Excelente,Médio,8.7,7.85,Sim,Positivo,Não,41-60,2,Não
64,Masculino,3.81,0.88,0.37,5.45,Ruim,Baixo,8.33,6.7,Sim,Negativo,Não,60+,1,Não
59,Outro,5.52,3.39,4.81,14.67,Excelente,Médio,4.63,6.72,Sim,Positivo,Sim,41-60,2,Sim
22,Feminino,8.62,5.0,1.17,12.37,Excelente,Alto,8.44,3.54,Sim,Neutro,Não,18-25,3,Não
23,Outro,6.13,3.79,2.45,6.82,Bom,Médio,8.49,9.74,Sim,Positivo,Não,18-25,2,Não
30,Masculino,9.32,1.58,2.42,6.11,Ruim,Médio,5.37,8.9,Sim,Neutro,Não,26-40,2,Não
19,Outro,8.32,5.45,2.94,11.67,Regular,Baixo,4.73,2.29,Não,Neutro,Não,18-25,1,Sim
23,Feminino,11.5,4.1,1.16,12.11,Bom,Baixo,5.61,4.76,Não,Positivo,Sim,18-25,1,Sim
31,Feminino,4.2,7.37,4.06,10.64,Bom,Alto,6.63,1.39,Sim,Neutro,Sim,26-40,3,Não
20,Outro,1.55,3.72,1.92,4.89,Excelente,Baixo,7.52,7.69,Sim,Neutro,Sim,18-25,1,Não
23,Masculino,6.48,6.72,2.91,7.61,Excelente,Alto,4.61,9.76,Sim,Neutro,Não,18-25,3,Não
50,Feminino,10.48,0.06,1.69,5.04,Excelente,Alto,7.09,4.01,Sim,Negativo,Sim,41-60,3,Não
45,Outro,4.62,4.04,2.35,6.23,Bom,Alto,5.48,2.3,Sim,Negativo,Sim,41-60,3,Não
60,Outro,5.36,5.62,1.82,12.29,Regular,Alto,7.12,8.94,Sim,Negativo,Não,41-60,3,Não
60,Feminino,8.98,5.22,0.57,8.98,Bom,Baixo,4.96,1.79,Sim,Negativo,Não,41-60,1,Sim
22,Outro,3.32,4.63,3.0,10.71,Bom,Alto,7.05,3.52,Sim,Positivo,Não,18-25,3,Não
51,Outro,4.06,0.03,0.14,4.24,Ruim,Baixo,7.28,0.71,Não,Negativo,Sim,41-60,1,Não
53,Outro,7.37,0.62,0.39,2.16,Regular,Médio,5.37,2.1,Não,Negativo,Não,41-60,2,Não
20,Masculino,5.26,1.14,3.57,7.2,Ruim,Alto,8.85,4.2,Sim,Positivo,Sim,18-25,3,Não
23,Outro,9.61,6.46,1.71,13.75,Ruim,Médio,4.38,0.99,Não,Neutro,Sim,18-25,2,Sim
37,Outro,9.97,6.65,3.14,2.26,Excelente,Baixo,6.74,7.8,Não,Positivo,Não,26-40,1,Não
38,Masculino,9.71,7.94,1.74,14.46,Excelente,Médio,4.8,3.55,Não,Negativo,Sim,26-40,2,Sim
62,Masculino,3.27,7.98,3.19,11.69,Ruim,Médio,7.16,6.97,Não,Negativo,Sim,60+,2,Não
46,Masculino,11.01,0.59,0.12,11.84,Ruim,Alto,7.84,8.69,Sim,Neutro,Sim,41-60,3,Não
24,Outro,2.25,7.28,2.58,10.26,Ruim,Alto,5.55,5.89,Sim,Positivo,Sim,18-25,3,Sim
54,Masculino,7.24,3.5,2.86,5.63,Bom,Baixo,7.44,2.14,Não,Negativo,Não,41-60,1,Não
40,Outro,11.14,0.29,3.44,11.41,Ruim,Médio,7.74,5.15,Sim,Negativo,Não,26-40,2,Não
56,Outro,10.91,3.24,3.86,10.35,Bom,Médio,8.39,8.69,Não,Negativo,Sim,41-60,2,Não
35,Masculino,10.22,4.57,4.49,4.94,Regular,Baixo,6.6,3.19,Não,Negativo,Não,26-40,1,Não
39,Masculino,1.56,7.21,4.27,4.21,Bom,Alto,8.2,9.21,Sim,Positivo,Não,26-40,3,Não
21,Outro,3.16,3.42,4.76,10.5,Ruim,Alto,6.73,0.62,Não,Neutro,Sim,18-25,3,Não
58,Masculino,6.65,6.32,0.42,5.23,Ruim,Baixo,8.79,6.56,Sim,Positivo,Não,41-60,1,Não
33,Outro,1.35,0.29,2.36,14.01,Bom,Médio,7.67,9.29,Não,Negativo,Sim,26-40,2,Não
43,Feminino,1.62,3.85,0.05,13.03,Regular,Alto,4.91,3.54,Sim,Negativo,Não,41-60,3,Sim
63,Masculino,2.68,4.35,2.77,6.57,Regular,Baixo,8.79,4.31,Não,Negativo,Não,60+,1,Não
34,Feminino,6.62,6.3,4.45,6.55,Excelente,Alto,8.7,3.79,Sim,Negativo,Sim,26-40,3,Não
44,Masculino,1.73,3.62,0.57,4.55,Bom,Baixo,6.21,5.06,Sim,Neutro,Sim,41-60,1,Não
54,Feminino,5.17,1.64,0.66,4.79,Ruim,Médio,4.49,9.23,Não,Positivo,Não,41-60,2,Não
29,Outro,8.88,3.82,1.57,14.55,Ruim,Baixo,7.47,2.06,Sim,Neutro,Sim,26-40,1,Não
40,Masculino,6.87,5.87,4.01,9.71,Bom,Alto,7.18,9.74,Não,Positivo,Não,26-40,3,Não
20,Outro,2.35,2.14,4.04,2.97,Excelente,Baixo,8.44,7.12,Sim,Neutro,Não,18-25,1,Não
36,Masculino,7.68,3.58,0.88,11.31,Regular,Alto,8.36,1.66,Sim,Negativo,Sim,26-40,3,Não
27,Feminino,1.66,1.67,0.4,6.68,Excelente,Baixo,7.64,7.2,Sim,Negativo,Sim,26-40,1,Não
34,Outro,1.31,3.07,1.47,12.28,Regular,Médio,8.94,1.51,Não,Positivo,Não,26-40,2,Não
45,Masculino,8.92,0.26,2.89,9.36,Bom,Médio,8.36,4.37,Não,Positivo,Sim,41-60,2,Não
55,Outro,2.26,4.57,1.38,11.63,Bom,Alto,6.81,4.35,Sim,Neutro,Sim,41-60,3,Não
58,Feminino,5.04,7.57,2.82,11.08,Bom,Alto,6.01,0.19,Sim,Neutro,Sim,41-60,3,Não
62,Outro,3.63,2.1,0.32,7.38,Excelente,Médio,7.54,2.29,Sim,Negativo,Sim,60+,2,Não
36,Masculino,8.14,7.25,2.95,3.38,Ruim,Alto,4.11,3.42,Não,Negativo,Sim,26-40,3,Não
49,Masculino,6.68,7.46,1.18,5.46,Bom,Alto,5.92,0.69,Não,Neutro,Sim,41-60,3,Não
51,Feminino,2.73,7.8,3.75,10.78,Excelente,Médio,4.87,3.17,Sim,Negativo,Sim,41-60,2,Sim
54,Outro,7.93,1.25,1.74,6.51,Bom,Médio,6.52,3.45,Não,Neutro,Sim,41-60,2,Não
48,Outro,7.5,0.28,4.66,6.46,Regular,Alto,4.01,9.7,Sim,Negativo,Não,41-60,3,Não
33,Masculino,6.84,2.33,1.11,5.61,Regular,Alto,8.6,7.19,Não,Neutro,Não,26-40,3,Não
53,Masculino,8.35,5.88,0.88,13.85,Bom,Alto,4.94,6.24,Não,Neutro,Não,41-60,3,Sim
28,Masculino,4.12,5.05,4.34,14.31,Bom,Médio,5.23,4.95,Sim,Positivo,Sim,26-40,2,Sim
34,Masculino,5.43,7.19,1.05,12.31,Ruim,Médio,6.13,6.74,Não,Neutro,Sim,26-40,2,Não
46,Outro,1.82,3.14,3.43,4.74,Regular,Alto,7.81,3.93,Sim,Negativo,Não,41-60,3,Não
55,Feminino,7.97,5.05,1.82,14.83,Regular,Baixo,8.4,0.11,Não,Negativo,Não,41-60,1,Não
33,Outro,8.13,0.1,4.71,7.68,Excelente,Alto,5.06,8.64,Sim,Positivo,Não,26-40,3,Não
23,Feminino,9.2,6.95,3.66,1.75,Bom,Baixo,5.26,1.14,Não,Negativo,Não,18-25,1,Não
59,Feminino,8.34,5.68,3.93,7.06,Ruim,Baixo,7.77,0.92,Sim,Positivo,Não,41-60,1,Não
46,Outro,9.34,6.13,0.4,14.62,Bom,Médio,9.0,6.63,Sim,Positivo,Não,41-60,2,Não
36,Outro,2.32,7.7,2.72,8.42,Bom,Alto,5.91,9.58,Não,Positivo,Não,26-40,3,Sim
59,Feminino,5.3,2.65,4.31,5.21,Bom,Alto,5.98,6.82,Sim,Negativo,Sim,41-60,3,Não
26,Outro,4.36,3.72,4.84,1.97,Bom,Baixo,7.54,6.84,Não,Negativo,Não,26-40,1,Não
32,Outro,8.73,5.32,0.03,7.4,Bom,Baixo,8.47,8.04,Sim,Negativo,Não,26-40,1,Não
48,Masculino,11.58,7.9,4.42,10.81,Bom,Baixo,4.59,5.45,Sim,Neutro,Sim,41-60,1,Sim
51,Outro,4.37,7.21,4.51,3.25,Ruim,Médio,8.59,0.2,Sim,Negativo,Não,41-60,2,Não
49,Feminino,6.44,5.96,0.27,14.2,Ruim,Médio,5.87,0.62,Sim,Positivo,Sim,41-60,2,Sim
52,Outro,4.75,5.94,4.79,4.05,Regular,Baixo,4.26,0.28,Não,Negativo,Não,41-60,1,Não
22,Feminino,9.58,1.45,4.98,6.22,Ruim,Baixo,4.3,3.05,Sim,Neutro,Sim,18-25,1,Não
18,Feminino,10.0,1.02,3.32,9.27,Bom,Médio,4.88,4.43,Não,Negativo,Sim,,2,Sim
34,Outro,7.18,2.27,2.54,6.98,Ruim,Médio,8.52,9.69,Sim,Positivo,Não,26-40,2,Não
47,Outro,2.62,3.04,2.96,6.54,Ruim,Baixo,6.71,9.97,Sim,Positivo,Não,41-60,1,Não
53,Masculino,9.72,2.33,1.68,13.21,Regular,Médio,4.37,9.9,Não,Negativo,Sim,41-60,2,Sim
60,Outro,8.11,2.31,1.4,3.57,Ruim,Baixo,5.36,4.05,Não,Negativo,Sim,41-60,1,Não
27,Feminino,11.19,4.58,0.86,7.32,Ruim,Baixo,8.12,2.35,Sim,Negativo,Sim,26-40,1,Não
38,Outro,2.69,6.36,3.75,11.46,Excelente,Baixo,7.03,6.28,Não,Neutro,Sim,26-40,1,Não
22,Outro,5.06,4.03,0.87,12.54,Excelente,Alto,7.31,4.81,Sim,Neutro,Sim,18-25,3,Não
37,Outro,8.23,6.21,4.62,11.66,Excelente,Baixo,5.65,5.48,Não,Positivo,Sim,26-40,1,Sim
18,Outro,9.6,0.71,0.33,2.26,Excelente,Médio,7.55,1.35,Sim,Neutro,Não,,2,Não
48,Feminino,8.56,5.52,2.42,1.05,Ruim,Alto,6.16,5.29,Não,Positivo,Não,41-60,3,Não
40,Outro,8.07,6.61,2.12,9.53,Bom,Médio,5.53,7.33,Não,Positivo,Não,26-40,2,Sim
63,Outro,11.59,7.75,2.22,12.58,Bom,Médio,6.85,2.59,Sim,Negativo,Sim,60+,2,Não
62,Outro,6.43,3.28,2.85,1.21,Bom,Baixo,6.13,9.02,Sim,Positivo,Não,60+,1,Não
32,Masculino,1.14,3.33,0.44,1.09,Excelente,Médio,4.97,0.7,Sim,Positivo,Não,26-40,2,Não
30,Outro,5.21,1.24,1.38,3.77,Regular,Baixo,7.96,5.44,Não,Neutro,Não,26-40,1,Não
36,Feminino,7.8,2.94,2.09,3.84,Bom,Médio,7.9,7.49,Sim,Neutro,Não,26-40,2,Não
50,Feminino,3.93,5.89,2.31,7.1,Ruim,Médio,5.28,3.56,Não,Negativo,Sim,41-60,2,Não
24,Feminino,11.8,6.24,4.2,1.63,Regular,Baixo,4.95,0.04,Sim,Neutro,Não,18-25,1,Não
22,Outro,8.84,7.33,0.7,13.45,Bom,Alto,6.8,3.58,Não,Negativo,Não,18-25,3,Não
50,Masculino,1.78,3.84,0.7,10.6,Bom,Alto,4.64,2.31,Não,Neutro,Sim,41-60,3,Sim
50,Outro,4.9,7.68,0.15,7.63,Excelente,Médio,8.92,4.12,Não,Neutro,Sim,41-60,2,Não
54,Masculino,9.78,1.66,0.68,7.67,Bom,Baixo,6.45,8.63,Sim,Negativo,Não,41-60,1,Não
56,Masculino,8.22,4.19,2.12,13.67,Regular,Baixo,4.99,5.97,Não,Positivo,Sim,41-60,1,Sim
55,Outro,3.8,5.28,0.35,11.13,Excelente,Médio,7.99,6.05,Sim,Negativo,Sim,41-60,2,Não
43,Feminino,6.31,2.96,1.67,5.36,Excelente,Alto,4.59,7.23,Sim,Negativo,Não,41-60,3,Não
23,Masculino,9.88,5.18,0.16,8.01,Regular,Baixo,8.22,1.97,Sim,Positivo,Sim,18-25,1,Não
53,Masculino,8.26,6.81,3.07,3.54,Excelente,Médio,4.78,9.63,Sim,Positivo,Sim,41-60,2,Não
30,Masculino,6.01,7.08,4.76,5.58,Bom,Baixo,5.16,7.15,Sim,Neutro,Não,26-40,1,Não
18,Feminino,8.84,3.08,2.96,1.35,Excelente,Baixo,4.25,3.39,Não,Negativo,Sim,,1,Não
39,Outro,7.79,4.61,0.64,10.04,Excelente,Baixo,5.39,4.71,Sim,Negativo,Não,26-40,1,Sim
25,Outro,9.27,3.94,4.7,7.81,Ruim,Baixo,5.56,9.59,Não,Negativo,Não,18-25,1,Não
51,Masculino,1.34,5.46,4.1,5.55,Bom,Alto,4.18,6.85,Sim,Neutro,Não,41-60,3,Não
39,Feminino,10.78,4.4,1.09,9.16,Excelente,Médio,7.86,6.17,Sim,Negativo,Não,26-40,2,Não
26,Feminino,5.62,4.67,3.8,1.58,Excelente,Alto,8.82,9.63,Sim,Negativo,Sim,26-40,3,Não
54,Masculino,11.09,0.74,4.8,11.28,Ruim,Alto,5.65,3.34,Sim,Positivo,Sim,41-60,3,Sim
28,Masculino,4.8,1.0,3.27,1.58,Regular,Baixo,4.86,0.39,Sim,Neutro,Não,26-40,1,Não
34,Feminino,9.53,3.86,1.88,2.8,Regular,Alto,4.85,8.67,Sim,Positivo,Sim,26-40,3,Não
38,Feminino,7.23,1.4,3.2,11.86,Ruim,Alto,4.04,0.84,Não,Positivo,Sim,26-40,3,Sim
50,Feminino,9.3,2.62,4.7,7.29,Ruim,Médio,7.25,2.12,Sim,Neutro,Sim,41-60,2,Não
31,Outro,11.55,6.48,2.42,6.55,Regular,Médio,4.57,5.04,Sim,Positivo,Sim,26-40,2,Não
30,Masculino,8.18,2.27,2.28,12.83,Ruim,Baixo,4.78,3.09,Não,Positivo,Sim,26-40,1,Sim
26,Feminino,9.7,4.98,3.95,8.7,Bom,Alto,6.03,8.15,Não,Negativo,Não,26-40,3,Não
37,Feminino,4.78,3.24,4.88,1.54,Bom,Baixo,5.91,1.84,Não,Positivo,Sim,26-40,1,Não
32,Outro,8.43,0.3,4.52,13.17,Excelente,Baixo,6.03,4.48,Não,Negativo,Sim,26-40,1,Não
35,Masculino,6.46,5.9,0.95,11.61,Regular,Médio,8.49,9.82,Sim,Neutro,Não,26-40,2,Não
62,Outro,1.37,1.23,3.58,4.02,Bom,Médio,8.62,1.42,Sim,Negativo,Sim,60+,2,Não
22,Masculino,11.35,6.76,3.2,5.99,Bom,Alto,4.71,0.72,Sim,Negativo,Sim,18-25,3,Não
49,Feminino,7.42,4.12,0.06,6.48,Ruim,Baixo,8.29,0.78,Não,Positivo,Sim,41-60,1,Não
50,Outro,7.64,6.95,2.19,11.11,Excelente,Alto,6.94,8.25,Não,Positivo,Sim,41-60,3,Não
47,Outro,10.64,2.42,1.65,2.04,Regular,Alto,7.87,4.65,Não,Positivo,Sim,41-60,3,Não
63,Outro,7.79,6.2,2.8,13.45,Bom,Médio,4.47,9.52,Não,Neutro,Sim,60+,2,Sim
52,Outro,3.3,1.95,0.9,1.33,Excelente,Alto,7.72,2.8,Não,Neutro,Não,41-60,3,Não
57,Outro,2.79,1.31,1.27,7.88,Excelente,Baixo,5.2,5.79,Sim,Positivo,Sim,41-60,1,Não
20,Feminino,1.69,5.8,2.32,11.23,Ruim,Baixo,5.44,0.98,Sim,Positivo,Sim,18-25,1,Sim
49,Outro,7.94,0.31,0.55,11.24,Excelente,Alto,6.44,4.59,Não,Neutro,Não,41-60,3,Não
59,Masculino,7.68,0.75,0.82,14.69,Regular,Médio,4.59,8.01,Não,Negativo,Não,41-60,2,Sim
47,Masculino,7.42,2.93,3.11,3.15,Ruim,Alto,7.32,1.36,Não,Neutro,Não,41-60,3,Não
50,Outro,10.13,5.96,0.52,1.16,Bom,Alto,5.69,7.29,Não,Positivo,Sim,41-60,3,Não
47,Outro,6.89,6.65,2.72,12.35,Ruim,Médio,5.81,7.68,Sim,Neutro,Sim,41-60,2,Sim
20,Masculino,8.89,7.91,3.4,3.58,Ruim,Alto,5.45,1.97,Sim,Neutro,Não,18-25,3,Não
63,Feminino,1.5,7.92,2.84,3.84,Regular,Alto,6.31,1.51,Não,Negativo,Não,60+,3,Não
41,Masculino,9.02,7.97,0.58,7.36,Regular,Alto,7.05,4.03,Não,Neutro,Não,41-60,3,Não
46,Outro,9.11,3.53,2.38,1.48,Ruim,Médio,5.12,7.71,Sim,Positivo,Não,41-60,2,Não
27,Outro,7.24,2.35,0.88,10.74,Regular,Baixo,5.16,0.15,Não,Neutro,Não,26-40,1,Sim
32,Outro,3.02,2.34,3.94,6.31,Ruim,Alto,4.33,1.62,Sim,Negativo,Não,26-40,3,Não
40,Feminino,9.14,1.47,2.26,6.9,Excelente,Alto,5.03,9.04,Sim,Negativo,Sim,26-40,3,Não
41,Masculino,3.92,0.94,0.31,13.96,Bom,Alto,4.86,7.59,Sim,Negativo,Sim,41-60,3,Sim
48,Masculino,9.93,0.78,3.04,12.87,Ruim,Alto,6.79,6.21,Não,Neutro,Sim,41-60,3,Não
58,Feminino,4.18,2.43,3.94,14.21,Bom,Baixo,7.58,0.11,Sim,Positivo,Não,41-60,1,Não
62,Feminino,3.25,5.63,3.07,7.08,Excelente,Alto,4.23,9.26,Sim,Neutro,Não,60+,3,Não
29,Outro,2.1,6.13,1.79,1.98,Regular,Médio,6.78,0.02,Não,Neutro,Não,26-40,2,Não
50,Outro,7.21,4.38,1.22,1.72,Ruim,Alto,7.62,2.86,Não,Positivo,Não,41-60,3,Não
34,Masculino,4.12,7.18,0.01,8.96,Excelente,Médio,8.92,4.59,Não,Negativo,Sim,26-40,2,Não
27,Feminino,4.94,3.14,4.9,11.43,Bom,Alto,4.34,4.97,Não,Neutro,Sim,26-40,3,Sim
23,Outro,7.74,2.94,3.33,6.15,Bom,Baixo,4.41,4.86,Não,Neutro,Sim,18-25,1,Não
24,Outro,2.93,7.04,2.34,6.77,Regular,Baixo,7.36,8.67,Sim,Neutro,Sim,18-25,1,Não
33,Outro,11.37,6.91,4.16,3.17,Ruim,Médio,4.96,8.64,Sim,Negativo,Não,26-40,2,Não
34,Feminino,2.15,2.24,2.23,1.29,Bom,Alto,7.63,7.8,Sim,Positivo,Não,26-40,3,Não
47,Outro,2.79,0.32,1.89,2.69,Regular,Baixo,4.56,8.96,Sim,Neutro,Não,41-60,1,Não
64,Outro,2.98,2.58,4.98,2.81,Ruim,Baixo,8.46,0.29,Não,Negativo,Não,60+,1,Não
31,Masculino,11.69,4.61,2.22,13.97,Regular,Baixo,7.85,2.36,Não,Positivo,Sim,26-40,1,Não
28,Outro,1.63,1.96,0.45,5.39,Regular,Alto,4.96,1.72,Não,Neutro,Não,26-40,3,Não
38,Outro,3.16,1.46,3.96,5.5,Bom,Baixo,6.37,4.08,Não,Positivo,Sim,26-40,1,Não
45,Masculino,9.17,1.12,4.98,14.32,Regular,Baixo,6.88,9.45,Não,Negativo,Não,41-60,1,Não
32,Feminino,11.04,2.58,3.44,4.62,Regular,Alto,7.15,1.99,Sim,Negativo,Não,26-40,3,Não
29,Masculino,8.96,2.7,3.87,4.86,Excelente,Médio,8.72,6.44,Não,Negativo,Não,26-40,2,Não
59,Outro,1.88,5.39,3.02,1.38,Excelente,Médio,8.75,3.49,Não,Negativo,Sim,41-60,2,Não
65,Outro,10.84,2.79,4.17,13.39,Regular,Baixo,7.42,3.16,Sim,Neutro,Sim,60+,1,Não
55,Feminino,2.43,0.92,4.43,14.63,Bom,Baixo,5.51,2.57,Sim,Positivo,Não,41-60,1,Sim
45,Masculino,11.56,7.93,0.18,4.12,Bom,Médio,5.53,7.24,Não,Neutro,Não,41-60,2,Não
31,Feminino,2.17,0.3,2.81,8.48,Excelente,Alto,5.3,2.4,Não,Negativo,Sim,26-40,3,Sim
47,Outro,1.81,0.09,0.0,14.05,Regular,Baixo,8.42,4.47,Não,Neutro,Sim,41-60,1,Não
59,Outro,9.05,3.46,4.82,6.39,Excelente,Alto,5.41,6.28,Sim,Positivo,Sim,41-60,3,Não
38,Outro,11.54,0.27,3.88,4.31,Excelente,Médio,6.85,7.33,Não,Neutro,Não,26-40,2,Não
49,Outro,5.74,7.37,4.42,7.35,Ruim,Baixo,4.54,1.62,Sim,Negativo,Não,41-60,1,Não
30,Outro,6.5,5.73,3.07,13.11,Bom,Baixo,4.79,1.69,Sim,Positivo,Sim,26-40,1,Sim
41,Outro,8.08,7.7,2.12,3.8,Excelente,Alto,7.84,1.19,Sim,Neutro,Sim,41-60,3,Não
40,Outro,5.59,5.69,3.56,8.34,Ruim,Médio,4.22,1.65,Não,Negativo,Sim,26-40,2,Sim
43,Masculino,2.4,2.23,4.18,4.25,Bom,Baixo,4.49,7.55,Não,Neutro,Sim,41-60,1,Não
35,Outro,7.4,0.84,1.4,14.42,Bom,Alto,4.95,7.79,Não,Neutro,Sim,26-40,3,Sim
20,Outro,11.39,5.51,1.04,4.62,Regular,Alto,7.92,3.75,Não,Neutro,Sim,18-25,3,Não
40,Feminino,7.93,3.5,4.44,2.93,Ruim,Médio,6.09,9.88,Sim,Positivo,Sim,26-40,2,Não
45,Feminino,9.71,7.61,2.66,3.99,Regular,Médio,8.77,0.2,Não,Positivo,Não,41-60,2,Não
32,Masculino,11.15,7.05,2.22,5.51,Ruim,Médio,5.88,7.74,Não,Positivo,Sim,26-40,2,Não
55,Masculino,11.83,5.59,3.17,7.19,Excelente,Alto,8.18,7.52,Não,Positivo,Não,41-60,3,Não
63,Feminino,6.81,1.35,0.04,7.74,Excelente,Médio,7.21,0.95,Sim,Positivo,Sim,60+,2,Não
44,Masculino,1.95,5.59,3.46,2.5,Bom,Médio,6.03,6.14,Não,Neutro,Não,41-60,2,Não
65,Outro,10.95,0.17,0.07,1.85,Bom,Baixo,8.25,8.92,Não,Positivo,Sim,60+,1,Não
65,Outro,6.14,0.39,2.89,13.06,Regular,Médio,7.99,0.88,Sim,Positivo,Sim,60+,2,Não
34,Feminino,2.11,1.17,1.35,3.67,Regular,Baixo,6.14,4.28,Sim,Negativo,Não,26-40,1,Não
45,Feminino,3.93,3.66,4.55,4.74,Excelente,Médio,8.96,0.88,Sim,Neutro,Sim,41-60,2,Não
24,Masculino,5.11,4.92,2.84,14.19,Excelente,Alto,8.03,7.69,Não,Neutro,Não,18-25,3,Não
